,tweet_text,label,cleaned_tweet,tokens,stopwords_tokens,stemmed_tokens,lemmatized_tokens
477,"Ambassador @TodungLubis is now fully vaccinated! 

He received his second dose of the Pfizer-BioNTech vaccine at Frogner Helsestajon on Friday, 2 April 2021.

Mission accomplished! ?

#inidiplomasi
#PfizerBiontech
#PfizerVaccine
#kbrioslo https://t.co/Nsn5fRyl5S",1,"ambassador  is now fully vaccinated 

he received his second dose of the pfizerbiontech vaccine at frogner helsestajon on friday  april 

mission accomplished 




 ","['ambassador', 'is', 'now', 'fully', 'vaccinated', 'he', 'received', 'his', 'second', 'dose', 'of', 'the', 'pfizerbiontech', 'vaccine', 'at', 'frogner', 'helsestajon', 'on', 'friday', 'april', 'mission', 'accomplished']","['ambassador', 'fully', 'vaccinated', 'received', 'second', 'dose', 'pfizerbiontech', 'vaccine', 'frogner', 'helsestajon', 'friday', 'april', 'mission', 'accomplished']","['ambassador', 'fulli', 'vaccin', 'receiv', 'second', 'dose', 'pfizerbiontech', 'vaccin', 'frogner', 'helsestajon', 'friday', 'april', 'mission', 'accomplish']","['ambassador', 'fully', 'vaccinated', 'received', 'second', 'dose', 'pfizerbiontech', 'vaccine', 'frogner', 'helsestajon', 'friday', 'april', 'mission', 'accomplished']"
478,"Really appreciate and love that Shri @narendramodi took the home grown vaccine the moment he was eligible to take that. Now that it is open to general public, no black marketing pls and non cutting the queue using influence 
#Covaxin",1,"really appreciate and love that shri  took the home grown vaccine the moment he was eligible to take that now that it is open to general public no black marketing pls and non cutting the queue using influence 
","['really', 'appreciate', 'and', 'love', 'that', 'shri', 'took', 'the', 'home', 'grown', 'vaccine', 'the', 'moment', 'he', 'was', 'eligible', 'to', 'take', 'that', 'now', 'that', 'it', 'is', 'open', 'to', 'general', 'public', 'no', 'black', 'marketing', 'pls', 'and', 'non', 'cutting', 'the', 'queue', 'using', 'influence']","['really', 'appreciate', 'love', 'shri', 'took', 'home', 'grown', 'vaccine', 'moment', 'eligible', 'take', 'open', 'general', 'public', 'black', 'marketing', 'pls', 'non', 'cutting', 'queue', 'using', 'influence']","['realli', 'appreci', 'love', 'shri', 'took', 'home', 'grown', 'vaccin', 'moment', 'elig', 'take', 'open', 'gener', 'public', 'black', 'market', 'pl', 'non', 'cut', 'queue', 'use', 'influenc']","['really', 'appreciate', 'love', 'shri', 'took', 'home', 'grown', 'vaccine', 'moment', 'eligible', 'take', 'open', 'general', 'public', 'black', 'marketing', 'pls', 'non', 'cutting', 'queue', 'using', 'influence']"
479,"I have been exposed to superspreader events daily. Every 8 - 12 says my temperature spikes.

Received first dose #Moderna, 3 days post spike.

An unusual side effects confirms a previous SARS-CoV-2 infection: ""Scalding"" sensitivity of nostrils and upper lip.

#VaccineSideEffects",0,"i have been exposed to superspreader events daily every    says my temperature spikes

received first dose   days post spike

an unusual side effects confirms a previous sarscov infection scalding sensitivity of nostrils and upper lip

","['i', 'have', 'been', 'exposed', 'to', 'superspreader', 'events', 'daily', 'every', 'says', 'my', 'temperature', 'spikes', 'received', 'first', 'dose', 'days', 'post', 'spike', 'an', 'unusual', 'side', 'effects', 'confirms', 'a', 'previous', 'sarscov', 'infection', 'scalding', 'sensitivity', 'of', 'nostrils', 'and', 'upper', 'lip']","['exposed', 'superspreader', 'events', 'daily', 'every', 'says', 'temperature', 'spikes', 'received', 'first', 'dose', 'days', 'post', 'spike', 'unusual', 'side', 'effects', 'confirms', 'previous', 'sarscov', 'infection', 'scalding', 'sensitivity', 'nostrils', 'upper', 'lip']","['expos', 'superspread', 'event', 'daili', 'everi', 'say', 'temperatur', 'spike', 'receiv', 'first', 'dose', 'day', 'post', 'spike', 'unusu', 'side', 'effect', 'confirm', 'previou', 'sarscov', 'infect', 'scald', 'sensit', 'nostril', 'upper', 'lip']","['exposed', 'superspreader', 'event', 'daily', 'every', 'say', 'temperature', 'spike', 'received', 'first', 'dose', 'day', 'post', 'spike', 'unusual', 'side', 'effect', 'confirms', 'previous', 'sarscov', 'infection', 'scalding', 'sensitivity', 'nostril', 'upper', 'lip']"
480,Has anyone experienced insomnia since the first #Moderna shot?,0,has anyone experienced insomnia since the first  shot,"['has', 'anyone', 'experienced', 'insomnia', 'since', 'the', 'first', 'shot']","['anyone', 'experienced', 'insomnia', 'since', 'first', 'shot']","['anyon', 'experienc', 'insomnia', 'sinc', 'first', 'shot']","['anyone', 'experienced', 'insomnia', 'since', 'first', 'shot']"
481,"@RussianEmbassy @spectator Great vaccine, #SputnikV 

https://t.co/davpHAFoMH",1,"  great vaccine  

","['great', 'vaccine']","['great', 'vaccine']","['great', 'vaccin']","['great', 'vaccine']"
482,"@DrMadej LETHAL INJECTION ? ??

#PfizerBioNTech #pfizercovidvaccine #PotassiumChloride #LethalInjection https://t.co/gixfEymQXu",0," lethal injection  

    ","['lethal', 'injection']","['lethal', 'injection']","['lethal', 'inject']","['lethal', 'injection']"
483,"I will not be taking #AstraZeneca, #Pfizer, #Moderna, #j&amp;j or any other vaccine.

It's clear now that governments have no idea of the safety profile (short/medium/long term) of these experimental vaccines. 

#covid #stickyourvaxupyourass",0,"i will not be taking     or any other vaccine

its clear now that governments have no idea of the safety profile shortmediumlong term of these experimental vaccines 

 ","['i', 'will', 'not', 'be', 'taking', 'or', 'any', 'other', 'vaccine', 'its', 'clear', 'now', 'that', 'governments', 'have', 'no', 'idea', 'of', 'the', 'safety', 'profile', 'shortmediumlong', 'term', 'of', 'these', 'experimental', 'vaccines']","['taking', 'vaccine', 'clear', 'governments', 'idea', 'safety', 'profile', 'shortmediumlong', 'term', 'experimental', 'vaccines']","['take', 'vaccin', 'clear', 'govern', 'idea', 'safeti', 'profil', 'shortmediumlong', 'term', 'experiment', 'vaccin']","['taking', 'vaccine', 'clear', 'government', 'idea', 'safety', 'profile', 'shortmediumlong', 'term', 'experimental', 'vaccine']"
484,"Get vaccinated for COVID-19. Made in India vaccinations are fully tested and safe. DonEEt wait,  vaccinate!

#COVID19 #NationalVaccinationDay #NationalVaccinationDay2021 #Covisheild #covaxin #OzoneHospitals https://t.co/D4RfO8fwwa",1,"get vaccinated for covid made in india vaccinations are fully tested and safe doneet wait  vaccinate

      ","['get', 'vaccinated', 'for', 'covid', 'made', 'in', 'india', 'vaccinations', 'are', 'fully', 'tested', 'and', 'safe', 'doneet', 'wait', 'vaccinate']","['get', 'vaccinated', 'covid', 'made', 'india', 'vaccinations', 'fully', 'tested', 'safe', 'doneet', 'wait', 'vaccinate']","['get', 'vaccin', 'covid', 'made', 'india', 'vaccin', 'fulli', 'test', 'safe', 'doneet', 'wait', 'vaccin']","['get', 'vaccinated', 'covid', 'made', 'india', 'vaccination', 'fully', 'tested', 'safe', 'doneet', 'wait', 'vaccinate']"
485,"The #Moderna #vaccine is an important addition to the #PfizerBioNTech #mRNA #COVID19 vaccine. Many are wondering how long it will be until the #pandemic ends and life returns to normal. Here's our best guess:

https://t.co/uBWBV2Efpy",1,"the   is an important addition to the    vaccine many are wondering how long it will be until the  ends and life returns to normal heres our best guess

","['the', 'is', 'an', 'important', 'addition', 'to', 'the', 'vaccine', 'many', 'are', 'wondering', 'how', 'long', 'it', 'will', 'be', 'until', 'the', 'ends', 'and', 'life', 'returns', 'to', 'normal', 'heres', 'our', 'best', 'guess']","['important', 'addition', 'vaccine', 'many', 'wondering', 'long', 'ends', 'life', 'returns', 'normal', 'heres', 'best', 'guess']","['import', 'addit', 'vaccin', 'mani', 'wonder', 'long', 'end', 'life', 'return', 'normal', 'here', 'best', 'guess']","['important', 'addition', 'vaccine', 'many', 'wondering', 'long', 'end', 'life', 'return', 'normal', 'here', 'best', 'guess']"
486,Get an appointment to have my first Anti-COVID jab for next week !!! #PfizerBioNTech,1,get an appointment to have my first anticovid jab for next week  ,"['get', 'an', 'appointment', 'to', 'have', 'my', 'first', 'anticovid', 'jab', 'for', 'next', 'week']","['get', 'appointment', 'first', 'anticovid', 'jab', 'next', 'week']","['get', 'appoint', 'first', 'anticovid', 'jab', 'next', 'week']","['get', 'appointment', 'first', 'anticovid', 'jab', 'next', 'week']"
487,"Norway &amp; other EU aligned
countries suspends #AstraZeneca vaccine for I incident, but cover up several deaths following 
#Pfizer &amp; #Moderna in several countries. Even China &amp; Russia knows this.
https://t.co/myz4xJTl4d
@BorisJohnson 
@AstraZeneca",0,"norway amp other eu aligned
countries suspends  vaccine for i incident but cover up several deaths following 
 amp  in several countries even china amp russia knows this

 
","['norway', 'amp', 'other', 'eu', 'aligned', 'countries', 'suspends', 'vaccine', 'for', 'i', 'incident', 'but', 'cover', 'up', 'several', 'deaths', 'following', 'amp', 'in', 'several', 'countries', 'even', 'china', 'amp', 'russia', 'knows', 'this']","['norway', 'amp', 'eu', 'aligned', 'countries', 'suspends', 'vaccine', 'incident', 'cover', 'several', 'deaths', 'following', 'amp', 'several', 'countries', 'even', 'china', 'amp', 'russia', 'knows']","['norway', 'amp', 'eu', 'align', 'countri', 'suspend', 'vaccin', 'incid', 'cover', 'sever', 'death', 'follow', 'amp', 'sever', 'countri', 'even', 'china', 'amp', 'russia', 'know']","['norway', 'amp', 'eu', 'aligned', 'country', 'suspends', 'vaccine', 'incident', 'cover', 'several', 'death', 'following', 'amp', 'several', 'country', 'even', 'china', 'amp', 'russia', 'know']"
488,"I got poked with a #Moderna...

10/10 would do again! https://t.co/JI7nWDZ2kL",1,"i got poked with a 

 would do again ","['i', 'got', 'poked', 'with', 'a', 'would', 'do', 'again']","['got', 'poked', 'would']","['got', 'poke', 'would']","['got', 'poked', 'would']"
489,"#Europe Sacrifices Its Citizens by the Thousands on the Altar of Anti-Russia Point-Scoring. 

The solution is #SputnikV, endorsed by the scientific community as safe and effective and already under production in Italy. But politics matter more than lives.
 https://t.co/n88tXbbx9p",1," sacrifices its citizens by the thousands on the altar of antirussia pointscoring 

the solution is  endorsed by the scientific community as safe and effective and already under production in italy but politics matter more than lives
 ","['sacrifices', 'its', 'citizens', 'by', 'the', 'thousands', 'on', 'the', 'altar', 'of', 'antirussia', 'pointscoring', 'the', 'solution', 'is', 'endorsed', 'by', 'the', 'scientific', 'community', 'as', 'safe', 'and', 'effective', 'and', 'already', 'under', 'production', 'in', 'italy', 'but', 'politics', 'matter', 'more', 'than', 'lives']","['sacrifices', 'citizens', 'thousands', 'altar', 'antirussia', 'pointscoring', 'solution', 'endorsed', 'scientific', 'community', 'safe', 'effective', 'already', 'production', 'italy', 'politics', 'matter', 'lives']","['sacrific', 'citizen', 'thousand', 'altar', 'antirussia', 'pointscor', 'solut', 'endors', 'scientif', 'commun', 'safe', 'effect', 'alreadi', 'product', 'itali', 'polit', 'matter', 'live']","['sacrifice', 'citizen', 'thousand', 'altar', 'antirussia', 'pointscoring', 'solution', 'endorsed', 'scientific', 'community', 'safe', 'effective', 'already', 'production', 'italy', 'politics', 'matter', 'life']"
490,WhoEEs got vaccine ? envy? Is it only me? #Moderna #Pfizer #AstraZeneca #vaccine #vaccination #COVIDVaccineArrives #johnsonandjohnson #fuckinggiveittome,1,whoees got vaccine  envy is it only me        ,"['whoees', 'got', 'vaccine', 'envy', 'is', 'it', 'only', 'me']","['whoees', 'got', 'vaccine', 'envy']","['whoee', 'got', 'vaccin', 'envi']","['whoees', 'got', 'vaccine', 'envy']"
491,"Scientists skeptical of one-shot regimen for Pfizer, Moderna vaccines - WSJ #Pfizer #Moderna https://t.co/3JJJH1uZjZ https://t.co/q4GnrOzV4h",0,scientists skeptical of oneshot regimen for pfizer moderna vaccines  wsj    ,"['scientists', 'skeptical', 'of', 'oneshot', 'regimen', 'for', 'pfizer', 'moderna', 'vaccines', 'wsj']","['scientists', 'skeptical', 'oneshot', 'regimen', 'pfizer', 'moderna', 'vaccines', 'wsj']","['scientist', 'skeptic', 'oneshot', 'regimen', 'pfizer', 'moderna', 'vaccin', 'wsj']","['scientist', 'skeptical', 'oneshot', 'regimen', 'pfizer', 'moderna', 'vaccine', 'wsj']"
492,"If middleaged women are more prone to bloodclots generally, shouldn't they be offered another vaccine than #aztrazeneca #COVID19Vaccine #Covid19Ireland #CovidVaccine #OxfordAstraZeneca https://t.co/MnPakLDWmM",0,if middleaged women are more prone to bloodclots generally shouldnt they be offered another vaccine than      ,"['if', 'middleaged', 'women', 'are', 'more', 'prone', 'to', 'bloodclots', 'generally', 'shouldnt', 'they', 'be', 'offered', 'another', 'vaccine', 'than']","['middleaged', 'women', 'prone', 'bloodclots', 'generally', 'shouldnt', 'offered', 'another', 'vaccine']","['middleag', 'women', 'prone', 'bloodclot', 'gener', 'shouldnt', 'offer', 'anoth', 'vaccin']","['middleaged', 'woman', 'prone', 'bloodclots', 'generally', 'shouldnt', 'offered', 'another', 'vaccine']"
493,"@SriniClear @MalikAshok 2/2.. the majority took #Covishield, I  took #Covaxin. Looked at data, thought it was better of the 2. It's anyone's guess unless you have completed Phase 4 clinical trials &amp; looked at sample efficacy data of at least 15-20% of the population. All I know, RNA is better science.",1,   the majority took  i  took  looked at data thought it was better of the  its anyones guess unless you have completed phase  clinical trials amp looked at sample efficacy data of at least  of the population all i know rna is better science,"['the', 'majority', 'took', 'i', 'took', 'looked', 'at', 'data', 'thought', 'it', 'was', 'better', 'of', 'the', 'its', 'anyones', 'guess', 'unless', 'you', 'have', 'completed', 'phase', 'clinical', 'trials', 'amp', 'looked', 'at', 'sample', 'efficacy', 'data', 'of', 'at', 'least', 'of', 'the', 'population', 'all', 'i', 'know', 'rna', 'is', 'better', 'science']","['majority', 'took', 'took', 'looked', 'data', 'thought', 'better', 'anyones', 'guess', 'unless', 'completed', 'phase', 'clinical', 'trials', 'amp', 'looked', 'sample', 'efficacy', 'data', 'least', 'population', 'know', 'rna', 'better', 'science']","['major', 'took', 'took', 'look', 'data', 'thought', 'better', 'anyon', 'guess', 'unless', 'complet', 'phase', 'clinic', 'trial', 'amp', 'look', 'sampl', 'efficaci', 'data', 'least', 'popul', 'know', 'rna', 'better', 'scienc']","['majority', 'took', 'took', 'looked', 'data', 'thought', 'better', 'anyones', 'guess', 'unless', 'completed', 'phase', 'clinical', 'trial', 'amp', 'looked', 'sample', 'efficacy', 'data', 'least', 'population', 'know', 'rna', 'better', 'science']"
494,One #PfizerBioNTech shot gives 85% #Covid protection - study https://t.co/Lpg2qNExOo,1,one  shot gives   protection  study ,"['one', 'shot', 'gives', 'protection', 'study']","['one', 'shot', 'gives', 'protection', 'study']","['one', 'shot', 'give', 'protect', 'studi']","['one', 'shot', 'give', 'protection', 'study']"
495,"I have faith. I pray. I believe...AND I got the vaccine. How about you? 
#COVID19Vaccine #Moderna #vaccinated https://t.co/LmKEBrwEXe",1,"i have faith i pray i believeand i got the vaccine how about you 
   ","['i', 'have', 'faith', 'i', 'pray', 'i', 'believeand', 'i', 'got', 'the', 'vaccine', 'how', 'about', 'you']","['faith', 'pray', 'believeand', 'got', 'vaccine']","['faith', 'pray', 'believeand', 'got', 'vaccin']","['faith', 'pray', 'believeand', 'got', 'vaccine']"
496,First Dose down!!!! #vaccinate #moderna https://t.co/SMqt4qMnXP,1,first dose down   ,"['first', 'dose', 'down']","['first', 'dose']","['first', 'dose']","['first', 'dose']"
497,"No one wants to be poisoned. That's why the site is empty.

#vaccine #vaccines #covidvaccine #covidvaccines #covid19vaccine #covid19vaccines #coronavirus #coronavirusvaccine #coronavirusvaccines  #Pfizer #Moderna #JohnsonandJohnson #AstraZeneca 
https://t.co/RpybXFz1Tc",0,"no one wants to be poisoned thats why the site is empty

              
","['no', 'one', 'wants', 'to', 'be', 'poisoned', 'thats', 'why', 'the', 'site', 'is', 'empty']","['one', 'wants', 'poisoned', 'thats', 'site', 'empty']","['one', 'want', 'poison', 'that', 'site', 'empti']","['one', 'want', 'poisoned', 'thats', 'site', 'empty']"
498,"Got my first #CovidVaccine on March 31 and there were no lollipops. Got my second shot today. Still no lollipop. What the hell, @kroger? (Insert EEwhoEEs the real suckerEE joke here.)

But seriously, get your vaccinations and we can get past this. #Pfizer #moderna #COVID19Vaccine",1,"got my first  on march  and there were no lollipops got my second shot today still no lollipop what the hell  insert eewhoees the real suckeree joke here

but seriously get your vaccinations and we can get past this   ","['got', 'my', 'first', 'on', 'march', 'and', 'there', 'were', 'no', 'lollipops', 'got', 'my', 'second', 'shot', 'today', 'still', 'no', 'lollipop', 'what', 'the', 'hell', 'insert', 'eewhoees', 'the', 'real', 'suckeree', 'joke', 'here', 'but', 'seriously', 'get', 'your', 'vaccinations', 'and', 'we', 'can', 'get', 'past', 'this']","['got', 'first', 'march', 'lollipops', 'got', 'second', 'shot', 'today', 'still', 'lollipop', 'hell', 'insert', 'eewhoees', 'real', 'suckeree', 'joke', 'seriously', 'get', 'vaccinations', 'get', 'past']","['got', 'first', 'march', 'lollipop', 'got', 'second', 'shot', 'today', 'still', 'lollipop', 'hell', 'insert', 'eewhoe', 'real', 'suckere', 'joke', 'serious', 'get', 'vaccin', 'get', 'past']","['got', 'first', 'march', 'lollipop', 'got', 'second', 'shot', 'today', 'still', 'lollipop', 'hell', 'insert', 'eewhoees', 'real', 'suckeree', 'joke', 'seriously', 'get', 'vaccination', 'get', 'past']"
499,There's definitely light at the end of the tunnel! One step towards reaching the other end! I'm glad that 90% Canadians feel the same! Thanks @CAMHnews for prioritizing healthcare workers! #vaccinated #vaccinatedAtCAMH #COVID19 #CovidVaccine #Pfizer #PfizerVaccine #PfizerBioNTech https://t.co/xWNdnQ2p83 https://t.co/7YtwHCW9CX,1,theres definitely light at the end of the tunnel one step towards reaching the other end im glad that  canadians feel the same thanks  for prioritizing healthcare workers         ,"['theres', 'definitely', 'light', 'at', 'the', 'end', 'of', 'the', 'tunnel', 'one', 'step', 'towards', 'reaching', 'the', 'other', 'end', 'im', 'glad', 'that', 'canadians', 'feel', 'the', 'same', 'thanks', 'for', 'prioritizing', 'healthcare', 'workers']","['theres', 'definitely', 'light', 'end', 'tunnel', 'one', 'step', 'towards', 'reaching', 'end', 'im', 'glad', 'canadians', 'feel', 'thanks', 'prioritizing', 'healthcare', 'workers']","['there', 'definit', 'light', 'end', 'tunnel', 'one', 'step', 'toward', 'reach', 'end', 'im', 'glad', 'canadian', 'feel', 'thank', 'priorit', 'healthcar', 'worker']","['there', 'definitely', 'light', 'end', 'tunnel', 'one', 'step', 'towards', 'reaching', 'end', 'im', 'glad', 'canadian', 'feel', 'thanks', 'prioritizing', 'healthcare', 'worker']"
500,Come on down @realDonaldTrump. Worried the fake tan will come off? Only idiot not excited there is a vaccine out. #vaccine #Pfizer #PfizerBioNTech #COVID19 #CovidVaccine https://t.co/RVf98Uvbat,1,come on down  worried the fake tan will come off only idiot not excited there is a vaccine out      ,"['come', 'on', 'down', 'worried', 'the', 'fake', 'tan', 'will', 'come', 'off', 'only', 'idiot', 'not', 'excited', 'there', 'is', 'a', 'vaccine', 'out']","['come', 'worried', 'fake', 'tan', 'come', 'idiot', 'excited', 'vaccine']","['come', 'worri', 'fake', 'tan', 'come', 'idiot', 'excit', 'vaccin']","['come', 'worried', 'fake', 'tan', 'come', 'idiot', 'excited', 'vaccine']"
501,"@namerna11 @strakovka @AndrejBabis @SerbianPM @predsednikrs Unfortunately, Serbia is failing to test COVID19 and I do not know anything we can learn. Vaccinating the #sputnikV, which was registered on the basis of a test on 77 soldiers, is like drinking half a liter of palinka and playing #Russianroulette. Good luck, you'll need it.",0,     unfortunately serbia is failing to test covid and i do not know anything we can learn vaccinating the  which was registered on the basis of a test on  soldiers is like drinking half a liter of palinka and playing  good luck youll need it,"['unfortunately', 'serbia', 'is', 'failing', 'to', 'test', 'covid', 'and', 'i', 'do', 'not', 'know', 'anything', 'we', 'can', 'learn', 'vaccinating', 'the', 'which', 'was', 'registered', 'on', 'the', 'basis', 'of', 'a', 'test', 'on', 'soldiers', 'is', 'like', 'drinking', 'half', 'a', 'liter', 'of', 'palinka', 'and', 'playing', 'good', 'luck', 'youll', 'need', 'it']","['unfortunately', 'serbia', 'failing', 'test', 'covid', 'know', 'anything', 'learn', 'vaccinating', 'registered', 'basis', 'test', 'soldiers', 'like', 'drinking', 'half', 'liter', 'palinka', 'playing', 'good', 'luck', 'youll', 'need']","['unfortun', 'serbia', 'fail', 'test', 'covid', 'know', 'anyth', 'learn', 'vaccin', 'regist', 'basi', 'test', 'soldier', 'like', 'drink', 'half', 'liter', 'palinka', 'play', 'good', 'luck', 'youll', 'need']","['unfortunately', 'serbia', 'failing', 'test', 'covid', 'know', 'anything', 'learn', 'vaccinating', 'registered', 'basis', 'test', 'soldier', 'like', 'drinking', 'half', 'liter', 'palinka', 'playing', 'good', 'luck', 'youll', 'need']"
502,"@makaumutua @WHO @ahmednasirlaw @DonaldBKipkorir @MOH_Kenya @WilliamsRuto Prof, spare us your ethnic politics when it comes to our health. Infact, Kenyans want it more now #SputnikV",1,      prof spare us your ethnic politics when it comes to our health infact kenyans want it more now ,"['prof', 'spare', 'us', 'your', 'ethnic', 'politics', 'when', 'it', 'comes', 'to', 'our', 'health', 'infact', 'kenyans', 'want', 'it', 'more', 'now']","['prof', 'spare', 'us', 'ethnic', 'politics', 'comes', 'health', 'infact', 'kenyans', 'want']","['prof', 'spare', 'us', 'ethnic', 'polit', 'come', 'health', 'infact', 'kenyan', 'want']","['prof', 'spare', 'u', 'ethnic', 'politics', 'come', 'health', 'infact', 'kenyan', 'want']"
503,So far arm is sore and headache is controlled with Tylenol ?? letEEs hope it is a smooth night #Moderna,0,so far arm is sore and headache is controlled with tylenol  letees hope it is a smooth night ,"['so', 'far', 'arm', 'is', 'sore', 'and', 'headache', 'is', 'controlled', 'with', 'tylenol', 'letees', 'hope', 'it', 'is', 'a', 'smooth', 'night']","['far', 'arm', 'sore', 'headache', 'controlled', 'tylenol', 'letees', 'hope', 'smooth', 'night']","['far', 'arm', 'sore', 'headach', 'control', 'tylenol', 'lete', 'hope', 'smooth', 'night']","['far', 'arm', 'sore', 'headache', 'controlled', 'tylenol', 'letees', 'hope', 'smooth', 'night']"
504,#Biowarfare history of #China's #Sinopharm #vaccine maker raises questions https://t.co/SpnvzCkg15 https://t.co/juxqJCRMBd https://t.co/LQg6ZqnoPM,0, history of    maker raises questions   ,"['history', 'of', 'maker', 'raises', 'questions']","['history', 'maker', 'raises', 'questions']","['histori', 'maker', 'rais', 'question']","['history', 'maker', 'raise', 'question']"
505,"All done with getting  my 1st and 2nd dose of the vaccine:) 

#moderna #covid19 #fullyvacinnated #coronavairus #bettersafethansorry #justdoit #saturday EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE

#instagram #twitter #tumblr #facebook https://t.co/3nkZG4NTv9",1,"all done with getting  my st and nd dose of the vaccine 

       eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee

    ","['all', 'done', 'with', 'getting', 'my', 'st', 'and', 'nd', 'dose', 'of', 'the', 'vaccine', 'eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee']","['done', 'getting', 'st', 'nd', 'dose', 'vaccine', 'eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee']","['done', 'get', 'st', 'nd', 'dose', 'vaccin', 'eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee']","['done', 'getting', 'st', 'nd', 'dose', 'vaccine', 'eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee']"
506,A 39-year-old healthy mother from #Utah died four days after taking a second dose of the #Moderna #vaccine on Feb. 1.,0,a yearold healthy mother from  died four days after taking a second dose of the   on feb ,"['a', 'yearold', 'healthy', 'mother', 'from', 'died', 'four', 'days', 'after', 'taking', 'a', 'second', 'dose', 'of', 'the', 'on', 'feb']","['yearold', 'healthy', 'mother', 'died', 'four', 'days', 'taking', 'second', 'dose', 'feb']","['yearold', 'healthi', 'mother', 'die', 'four', 'day', 'take', 'second', 'dose', 'feb']","['yearold', 'healthy', 'mother', 'died', 'four', 'day', 'taking', 'second', 'dose', 'feb']"
507,"A chartered flight carrying the first batch of the #China-donated #Sinopharm COVID-19 #vaccines arrived in #Cambodia on Feb. 7, welcomed by Prime Minister Samdech Techo Hun Sen at the Phnom Penh International Airport. https://t.co/malx9uP2i6",1,a chartered flight carrying the first batch of the   covid  arrived in  on feb  welcomed by prime minister samdech techo hun sen at the phnom penh international airport ,"['a', 'chartered', 'flight', 'carrying', 'the', 'first', 'batch', 'of', 'the', 'covid', 'arrived', 'in', 'on', 'feb', 'welcomed', 'by', 'prime', 'minister', 'samdech', 'techo', 'hun', 'sen', 'at', 'the', 'phnom', 'penh', 'international', 'airport']","['chartered', 'flight', 'carrying', 'first', 'batch', 'covid', 'arrived', 'feb', 'welcomed', 'prime', 'minister', 'samdech', 'techo', 'hun', 'sen', 'phnom', 'penh', 'international', 'airport']","['charter', 'flight', 'carri', 'first', 'batch', 'covid', 'arriv', 'feb', 'welcom', 'prime', 'minist', 'samdech', 'techo', 'hun', 'sen', 'phnom', 'penh', 'intern', 'airport']","['chartered', 'flight', 'carrying', 'first', 'batch', 'covid', 'arrived', 'feb', 'welcomed', 'prime', 'minister', 'samdech', 'techo', 'hun', 'sen', 'phnom', 'penh', 'international', 'airport']"
508,"COVID-19 Vaccine Covaxin Shows 81% Efficacy in Phase 3 Clinical Trials, Says Bharat Biotech 
#COVAXIN #COVID19Vaccine #CoronaVaccine #BharatBiotech @BharatBiotech 
https://t.co/7eeI4rS0gV",1,"covid vaccine covaxin shows  efficacy in phase  clinical trials says bharat biotech 
     
","['covid', 'vaccine', 'covaxin', 'shows', 'efficacy', 'in', 'phase', 'clinical', 'trials', 'says', 'bharat', 'biotech']","['covid', 'vaccine', 'covaxin', 'shows', 'efficacy', 'phase', 'clinical', 'trials', 'says', 'bharat', 'biotech']","['covid', 'vaccin', 'covaxin', 'show', 'efficaci', 'phase', 'clinic', 'trial', 'say', 'bharat', 'biotech']","['covid', 'vaccine', 'covaxin', 'show', 'efficacy', 'phase', 'clinical', 'trial', 'say', 'bharat', 'biotech']"
509,"1 week later and the effects of the Oxford vaccine are still very much there, IEEve had 1 day of feeling EEokEE and that was Friday, now IEEm back to square 1 ?? #oxfordastrazeneca #COVID19",0, week later and the effects of the oxford vaccine are still very much there ieeve had  day of feeling eeokee and that was friday now ieem back to square    ,"['week', 'later', 'and', 'the', 'effects', 'of', 'the', 'oxford', 'vaccine', 'are', 'still', 'very', 'much', 'there', 'ieeve', 'had', 'day', 'of', 'feeling', 'eeokee', 'and', 'that', 'was', 'friday', 'now', 'ieem', 'back', 'to', 'square']","['week', 'later', 'effects', 'oxford', 'vaccine', 'still', 'much', 'ieeve', 'day', 'feeling', 'eeokee', 'friday', 'ieem', 'back', 'square']","['week', 'later', 'effect', 'oxford', 'vaccin', 'still', 'much', 'ieev', 'day', 'feel', 'eeoke', 'friday', 'ieem', 'back', 'squar']","['week', 'later', 'effect', 'oxford', 'vaccine', 'still', 'much', 'ieeve', 'day', 'feeling', 'eeokee', 'friday', 'ieem', 'back', 'square']"
