,label,cleaned_tweet
594,0,my friends elderly mother has gone into hospital after having the oxford jab she had a stroke and bleed on the  one can visit her she is all alone and is likely to dieplease be careful with the vaccines   
595,0,  canada germany iceland sweden finland france recommend against the  in younger people who are at a higher risk for the clotting problem and are less likely to develop severe covid dit geldt ook  voor   kwestie van tijd 
596,1,"it is a matter of immense satisfaction and happiness that  has released the interim phase  results for  

a very proud moment for whole country as our indigenous vaccine completes its bench in a journey of less than  months"
597,1,"did some vaccinating
and then got myself vaccinated
proud day
   "
598,0, yes they gave  government a condition to approve it without a control from national regulator government fell due to   and sukl started tests now russians are demanding to give the vaccine back because they are afraid of outcome
599,0,"there are almost  police personnel in delhi and  doctors in aiims infected with covid they were vaccinated which means vaccine not working
       "
600,0,"i have a vunwell covid patient
under  bame hcw
tested positive  days post nd pfizer covid vaccination






 
 
"
601,1,"good advice as ieem currently resting off side effects from my nd  shot received yesterday

dont freak out if you get these side effects from a covid vaccine they can actually be a good sign
"
602,1,surprised ieem not feeling sick yet after all the stories i heard just a little arm swelling took an aleve cuz i got tired of the pain   
603,1,"if you too love your family get  today dont be afraid we have to fight 


   "
604,0,interested in the report about the enquiry into the relation between the oxfordastra zeneca vaccine and blood clots as i suffered with nose bleeds and blood clots for  weeks after my vaccine   
605,0,"pro govt propaganda will kill  is not yet approved by anyone except goi
their  efficacy is self claimed by bharat biotech but yet to be checked by medical fraternity
taken  and efficacy is found low one has to wait for a year for another brand of vaccine "
606,0,"i dont want to rattle your unwavering confidence in  or any other   but i must say that i am shaking in fear and in anger after reading  guidelines

no one in right frame of mind will make a decision to get the jab "
607,0,president of  fernandez who was inoculated with the   vaccine and had his second shot on february  tests positive for  
608,0,that nd  shot is brutal parts of my body hurt that i didneet know could hurt back of knees ends of fingers super fatigue headache congestion injection site pain shower felt like my skin was on fire and i could barely walk due to joint pain at a 
609,0, not even a majority of all russians are willing to take this vaccin  
610,1,"covaxin  effective against severe covid cases icmr
   
"
611,1,i got my first shot of  and  was convicted on all  counts a very happy  indeed 
612,1,spent yesterday giving covid vaccines still just so grateful and happy to be part of history and i got to give my daughter her vaccine how cool is that    
613,0,nd dose of  today like a fool i went home and immediately started a hour cleaning spree and now my joints dont want to work anymore also have a sore throat fatigue lightheadedness and the start of a headache so basically the usual  flare symptoms  
614,0,"day  w shot 
ugh im miserable but ironically i have never had any injection site pain or swelling but damn foggy brain musclejoint pain through entire body but no temp spike ever so bizarre i fear the nd shot"
615,1,  embarrassing moscow russia everything is open business as usual ontario reporting  cases of   new cases in toronto  closed business church no family no hope  canada get out of syria   effective  
616,1,stop the spread and get vaccinated    
617,0,fever headache   
618,0,  young mum has  vaccinegene therapy dies not long after big tech cover it all up
619,0,"hongkonger suffering facial paralysis after covid vaccine still recovering following week in hospital 
    
"
620,1,im convinced this current  doesnt care abt the lives of sans except for money the   vaccine is the best available vaccine agnst  yet they still get us bad vaccines with lower effecicacy ampmost likely not be effective agnst varient
621,1,"day after my first  shot injection site is a trifle sore but i honestly cant tell if its from the shot or from the weights workout i did on monday soim counting that a win 

 "
622,0," president dr arif alvi announced that he has tested positive for 
this comes days after the pakistani president received the  vaccine  earlier this month acc to 
 
get well soon mr  amp "
623,0,"prime minister  tested positive for  today after receiving the shot of  vaccine on thursday
this is what happens when you trust  a little too much 
 "
624,1,"vaccinated  
huge thanks to the staff at fly dsa arena and our brilliant nhs for helping to keep us all safe   "
625,1,"  about  per cent people tested positive after second dose of  and  per cent after second dose of   centre 

   "
626,0,"now pay attention to the mathematical equation presented in this  feature

this means that with  which is said to have the lowest efficacy rate as compared with the european and american brands the  needs to vaccinate much more people to reach  "
627,1,both  and   have been shown to be highly effective in reducing your chances of getting seriously ill hospitalized andor dying from  the best vaccine to get is the one you can get now get the facts on our website 
628,0,"so  hours in and hereees what has happened so far 

arm was really sore but not swollen last night but not much at all today
about  to  hours in i felt feverish but no temp 
i felt really tired as well i slept all night uninterrupted 
today feel just fine 
"
629,0,"you caneet sue  or  if you have severe   side effects 
the government likely woneet compensate you for damages either

published thu dec   am est
updated wed dec   am est

"
630,0,"cheeky  and their   
 "
631,0,"ive hesitated to talk about this publicly because i dont want to discourage anyone from getting the  but i am one of those people who have had adverse side effects from  and thought id document my experiences here 

i received my second dose yesterday"
632,1,beating the rdifees own forecast  not  nations have become part of the  family by the end of this week the world needs more safe and effective vaccines at the  team we are looking forward to welcoming new family members soon 
633,0,  i am a person with hemophilia a can i take covaxin as it is contraindicated in bleeding disorders then why 
634,1,"eejust a little prick itees a covid shot with the plebeian antivaxxers and the non compos mentis qanon amp trump cultists out there i doneet want you to get sickee  doctor evil

first one down twenty eight days eetill number two 
   "
635,0,china the effectiveness of a  vaccine at preventing symptomatic infections was found to be as low as  by researchers in brazil near the  threshold at which health experts say a vaccine is useful 
636,1,lincoln county  year olds encouraged to schedule covid vaccine appointments now             
637,1,to vaccinate people at the proper intervals           
638,0,"how russian biotech trampled protocols ee and challenged the west ee in race for       
"
639,0, while america us canada uk amp netherlands impose draconian  and wrecking their citizensee livelihoods in the name of fighting  they happily found  million to fund a terrorist pr group in   trudeau order   
640,0,got the second dose of the  vaccine and i feel like death warmed up
641,1,i got vaccinated        
642,0,"eeutah woman  dies  days after nd dose of covid vaccine autopsy orderedee
 
"
643,0,   is poison what   in ussr and russia for a hundred years even hemorrhoids have not learned to heal not a single medicine has been invented in  even syringes cannot be produced they cant even poison     
644,1, moscow russia putin everything is open business as usual ontario canada reporting  cases of   new cases in toronto  closed business church no family no hope  canada get out of syria   effective 
645,0,bloodclotting illness pvt x more prevalent in   covid recipients than  ee oxford researchers  owns the  patent     
646,0,has anyone who got the  had swollen painful lymph nodes in the armpit of the arm you got the vaccine in this started  days or so after i got the shot   
647,1, moscow russia everything is open business as usual ontario canada is reporting  cases of   new cases in toronto  closed business church no family no hope  canada get out of syria   effective 
648,0,currently running a f fever chills body aches lethargic  hours post nd dose of the      
649,1, vaccinated today with   
650,0,a trial of the    on  has stopped giving out jabs while the uks medicines regulator investigates a possible link with rare  in adults bbc news 
651,0," promotes foreign vacs wo comp trails but does not mention indg 
so much flak when  was approved for emrg use but now wants imports unfrozen for emrg use

note
retains   despite eligibility of 

hv u asked ur favorite ppl to get vaccinated"
652,0,today is day  since my first covid vaccine and i have developed covid armhas this happened to anyone else  
653,0,"bummer

 suspends pfizerbiontech coronavirus vaccine shots over defective packaging issues


   "
654,1,very fortunate to have received my first dose of  after a day spent vaccinating at the local hub would encourage all my colleagues to do the same if eligible particularly those of  background  
655,0, supply terms with  demand  provisions a hint at agreements signed in the dark  registration was announced prior to completing clinical trials now unreliable deliveries amidst   machine  
656,1,"today i got an appointment for friday to get my first   shot
im psyched"
657,0, while canada is forced to stay at home home  no family no business no school drug abuse violence unemployment no hope no life our government denies us the safe and available russia sputnik v      
658,1,i got my first shot today   
659,1,"covaxin effective against double mutant strain found in india icmr



 "
660,0,my aunt who had taken  shots of  has tested  she was recently deputed for election duty 
661,0,"adverse reactions to the  
 vaccines mind altering drugs will manifest itself in horror stories after these mass shots given to the 
vulnerable only fevered tiredness  "
662,0, regulator denies certificate to bharat biotech flags safety issues in  production ampampndash three concerns highlighted on zee app click here to watch it too 
663,1,   the two shots of  provide strong protection against even 
664,1, canada politicizing  laboratorios richmond launched production of  in  the first country in latin america to manufacture sputnik v why ontario not producing russia      
665,1,feeling incredibly lucky and happy to have completed my  steps of the   
666,1,dose   my decision the get the covid vaccine was a personal one i did my research amp made the best decision for myself amp my family i encourage you to do the same stay safe    
667,0, has knocked me for six
668,1, my father got vaccinated one step safety against  at suyash hospital raipur  and follow covid rules  ÁE        
669,1,in conjunction with griffin hospital  vaccines available tomorrow wednesday april th no appointment necessary no proof of residency necessary     
670,1, now i feel better cdc has already pegged  effectiveness at  same as pfizer perhaps thats why pfizer thought it important to pay nyp to run its story published three weeks ago  
671,1,    richmond lab produces first batch of sputnik v vaccine in argentina  thats my first real good news since the beginning of the pandemic
672,0,"the strange   phenomenon countries report increased cases after using  
 "
673,0,im not throwing away my   round two almost a year to the day i first got sick thankful for everyone at  and   no one wanted to join this club of  but  doesnt differentiate 
674,0,video  a  suffers seizures  hours after  the      
675,0,"ieem gonna be vaccinated with   
and feel like playing russian roulette"
676,1,first shot done hartford healthcare and the ct convention center have such a smooth process thank you everyone         
677,1,i just got my second vaccine i feel so relieved and grateful    
678,0,ok lets add spiking a fever to the list now 
679,0,"denmark to permanently stop  vaccine but will other countries follow suit
denmark is the first european union country to permanently ban the use of the  coronavirus vaccine but will other countries follow suit "
680,0,"update  there was a vaccine  my arm has ached all week   
"
681,0,astrazeneca questioned over data used in covid vaccine trial                   
682,1, itees day  after receiving my    no side effect so far other than a sore arm at the injection site  very thankful for all who made this come true  
683,0,eudravigilance report on  vaccine till   has caused at least  deaths all hidden btw various reactions groups go do your own research you never give me a like for all my hard work anyway facts are facts 
684,0,"this video talks about the various side effects of covaxin and covishield vaccines 

click here to know more

    "
685,1,"just got my first shot of the  vaccine and im feeling great hopeful for a future without covid
        "
686,1,"  like   and other  vaccines  is doing wonders in defeating common enemy of human race known as 

i am highly thankful to president  for giving this wonderful weapon to defeat 

dg operation "
687,1," 
   
but which

          

     "
688,0,"wow that second dose moderna really kicked my butt
"
689,1,just scheduled vaccine appointment again fingers crossed this time i get it 
690,0,"german suspend vaccination for age under  after  deaths but in  at least  died after the jabs in a month thereees another death a yrold lady died next day after the china made vaccine  health dept alleged cover up the death 

 "
691,1,"russiaees  coronavirus vaccine safest in world maduro says

  "
692,0,"the effectiveness of a  vaccine at preventing symptomatic infections was found to be as low as  by researchers in 

 "
693,1,i got my first dose of the moderna vaccine    
694,0," vaccine companies have taken an approach to data that is at best sloppy and at worst misleadingeven now   partners are withholding their full data at the companyees requestee yet millions are lining up
"
695,0,"the vaccine is killing these people amp they are lying to you about it theyre not going to come out amp tell you theyre culling you use your brain 

         "
696,0,"via  covid vaccines ireland suspends astrazeneca jab as company announces further cuts to eu deliveries


dont worry we do not use it here in america      "
697,1,second moderna vaccine is in the books      
698,1,"how soon can the availability of  vaccine in our local pharmacy store can turn into reality
 
 
 
 
 
 
 

 
"
699,0,yesterday decided to test for antibodies and i doneet have any  so looks like vax either didneet work or didneet last test result today was  anything above  is positive also no more rd shots being offered oh well  
700,1,"just had my st covid vaccine its been  minutes and so far the only thing ive felt is an achy arm 
feeling overly excited and grateful to have been offered my vaccine already  this is our way back to normality 
    "
701,0," medicalÁE regulator said on saturday that  out of  people who suffered blood clots after receiving the oxfordastrazeneca vaccine have died

 "
702,0,"breaking news germany have refused usage of the oxford jab they realised gas does a better job and they already have the resources 

    "
703,1,a huge thank you to the   hub ive had my    jab 
704,1,"govt sources recommendation for emergency use authorisation granted to  covid vaccine

sputnik v drl
type adenovirus platform 
doses   
efficacy  
source experts panel

    "
705,1, has both the  and  vaccines starting tomorrow both dose and second dose only appointments are available but oc residents will have to travel to pharmacies in south la county get eeem while theyeere hot people the heck with  
706,1,positive news out of   shot or the  and johnson amp johnson  are now accepted as part of the documentation needed for entry into china    shanghai daily 
707,0,someone should just give this man two doses of his own funded   vaccines see how that goes 
708,1,this is me in january receiving the  vaccine over  people also had it done that day no one has died or suffered from blood clots after receiving the vaccine itees harmless worst i had was a sore arm and a thick head the next morning 
709,1,"bharat biotech  efficacy is  
super product made in india"
710,0,why are we still going down the oxford  vaccine route  its almost completely ineffective against the    success rate hence likely brazilian why not look at  or    
711,0,"   says   shot less effective against south africa variant   
"
712,1,    developed by  is likely to protect against a more infectious variant of the virus discovered in britain which has spread around the world according to results of further lab tests released on wednesday 
713,0,"russian official warned last week of possible provocations against  vaccine mexican government stopped and prevented what could have been one such provocation possibly aimed at discrediting the sputnik v vaccine
"
714,0,"confirmation that chinese  doneet have very high protection ratesaccording to the director of the china centers for disease control gao fu

 effectiveness found to be as low as  by researchers in brazil lt is not useful

"
715,1," days later
my second  vaccine shot  

getting vaccinated is the ultimate base layer of ppe 

please  and continue to 

we must crush this virus

   "
716,0,the  vaccine effectiveness remains at   now is only  effective and i believe its effectiveness was never any higher than that it was the wests race to first with a vaccine especially before 
717,0,covid vaccine  update pretty sure i died last night and i am now whatever vax was at the end of campaign  that is all     
718,1,  be vaccinatedsave life from  
719,1,"my dose of hope is completed 





  afp health service command "
720,1,  on board  
721,0," may not have side effects but its effect against  are not yet proven
no point in taking a vaccine just because it doesnt have side effects
its only its effects against disease which makes it useful "
722,1, plans to purchase million more  vaccines      this is in addition to the purchase they have already made earlier this week 
723,0, lucky you jodie  i got shot twice with  and it kicked my ass both times 
724,0,  no they didnt the lancet article its not the entire content of the rd phase and there is no info about the secondary effects of the vaccine so  its not a  safe vaccine as  says thats the complete truth
725,1,"the good news based on study conducted by icmr on   eebharat biotechs covaxin effectively neutralises multiple variants of sarscov and double mutant strainee 
"
726,1,you need to research who  is before trusting any of their products   they paid over b in penalties since  for different violations      
727,0," only samples of  were allowed in

maduro i already got vaccinated

delcy  vp  are not going to repeat the scheme of rich countries where only the powerful get vaccinated

could be a joke but it means that thousands will die   "
728,0,"i received the  x  vaccine yesterday it been hrs and i doneet feel well currently i have a headache throwing up and very tired 

keep ya posted 

       "
729,0,"i was totally optimistic and excited about the   in india until this came up 

glad that  didnt approve of the   for emergency use

now i am totally uncertain about the  "
730,1,so happy to receive my  i can confirm the main side effect is indeed euphoria  thank you to my peer vaccinator colleague orla who declined to be photographed and to all     who have made this happen so quickly 
731,1,got my second shot of moderna        
732,0,"hey fellow    sufferers  anybody taking  and get the  vaccine

im on day  after my second dose and am still experiencing waves of mild nausea  nope not pregnant   and very postmenopausal

anybody else "
733,0," hours after nd   

arm is sore but not as bad as after the first  

i am feeling a bit foggy headed  didnt have any of that after the st  

no joint pain yet but do have a slight fever"
734,1,i took  with me today when i found out ieed be getting the   it felt super appropriate and a way to show my undying appreciation and loyalty thank you dolly    
735,1,nothing to it but to do it        
736,0,"ok second dose has definitely fucked me up and i am only cursing bc i had to break my fast in order to have breakfast and take medicine

ms  will never let you catch her sleeping no meeam i am sorry for thinking i could skate on by with no consequences "
737,1,"bharats covid shot shows high immune response further study needed  elderly

peerreviwed study published in medi journal lancet on monday is another positive  bharat biotechhas attracted interest from more tn  countries
 
 
 
"
738,1,"amid te ongoing third wave of the covid pandemic the drug regulatory authority of pakistan drap has approved chinas  vaccine against the virus for emergency use

   
"
739,1, on my mind and in my body  round  in the books  there will be concerts 
740,1,"ocgn 
icmr study shows  neutralises against multiple variants of sarscov and effectively neutralises the double mutant strain as well   "
741,0, got mine on friday not too bad woke up saturday with a slight headache very sore arm and a little fatigue rest and tylenol did the trick fine by the time i went to bed last night arm still a little sore 
742,1," 

 approves russias  vaccine against covid 

  
  via  "
743,0,so i have had the weirdest reaction  weeks after the st dose of  swollen hard red hot tender deltoid low grade temp fatigue anyone else reporting this so long post   
744,0,in clinical and real world trials chinaees  underperforms phase trials held in brazil yielded an efficacy rate of only  just barely above the  threshold set by the who for  vaccines see chart  
745,0,"still want to take the 

 

 israelis suffer facial paralysis after taking pfizer covid jab amid influx of reports detailing adverse effects
"
746,0, i was  vaccinated last friday had flu symptoms shivery amp brain fog for  hours was fine on monday since then very fatigued amp stomach feels bloated day  
747,0, hello  ask your party m p  and chathisgrah c m  why they were started misinformation campaign against indian made vaccine 
748,0,"    

 more countries suspend use of   good 
luck with getting us all indoctrinated with your 
evil vaccine 

    
  

more eu countries suspend use of astrazeneca vaccine "
749,1,vaccine gives us new hope  i got my nd dose today  getting protected is self love           
750,1,"nd moderna dose done 

now i can get my free krispy kreme donut 

ieell be posting updates over the next couple of days     "
751,1,part      california 
752,1,"russiaees national football team coach stanislav cherchesov sputnik v is the great  vaccine i feel great from my own experience i can say that there were no side effects 
cherchesov received the second shot of  on february  and is now  "
753,1,what a day proud to have been redeployed to support  delivery working with amazing  staff and volunteers to administer over  vaccinations today          
754,1,nd  dose just now    
755,0,stop the murder this is insane  is a killer  
756,1,"  nated  thank you to the nurse madhavi who administered the   to me    its been almost  hours  all is well 

jai hanuman"
757,0,nobody should be paying for a vaccine that for all intents is still in human trial    
758,1," of  
folks  if you can"
759,1,"chinese covid vaccine maintains protection in variantplagued brazil  

    "
760,1," eeover mm doses ordered  availablealmost  safeee

vs


mm doses amp  bloodclot reactions amp  death

moderna  pfizer  mm doses amp cod of about k

who does   math

"
761,1, very nice information  i am absolutely pro  but i think that the excess of publicity  posts on twitter becomes a little bit ÁE too muchÁE  you know  the world will open bit by bit for your great  anyway so no need to overpublish
762,0,"if i am  i will import millions of this  vaccine for my million hustlers assure all of them of the st and nd doses but this one for  is more of braggadocio and class status
hustlers left to die in numbers if at all astrazeneca is a killer "
763,1,well done   we are finally making itgreat job thanks to  
764,0,so when will the lawsuits start coming down from victims of the vax   
765,1,from our  m doses of    have been delivered to  countries excluding  as of april  the additional production capacity set to come online in may is likely to further boost sinopharm and chinas vaccine exports 
766,1,   said its covid  is safe in children aged  to  based on preliminary data and it has submitted the data to  drug regulators ap
767,1,more good  news looking forward to getting my second  dose this week    
768,0,"so far nd moderna shot just giving body aches headaches amp sweating so really just extra diabetes symptoms

  "
769,1,"icmr new study 
 has been found to effectively neutralise the double mutant strain also apart from other variants of concern 



"
770,0,had a restless night after my second dose of  woke up with intense chills and a sore arm hopping this is it for side effects  
771,1,denis logunov deputy director of the gamaleya center studies show that eerevaccination with  vaccine is working very well against new coronavirus mutations including the uk and south african strainsee
772,1,    tremendous achievement  my parents are among those whoeeve just received the   and i feel so grateful to all those that made this happen
773,1,ieem vaccinated my husband and i did this together      
774,0,words from someone who actually works in hospital the vaccine aineet safe say no to  say no to  say no to  say no to  and  
775,0,"efficacy of the chadox ncov   against the b variant

a twodose regimen of the    did not show protection against mildtomoderate  due to the b  variant
 "
776,0, who is eating alone today because doug ford and mr trudeau toronto ontario canada forced you to stay home  no family no business no church lent no hope until jab unproven vaccine  order russia  get out of syria  
777,0,  same sore arm for  days and tired as heck the first day makes me nervous about the nd 
778,0, is not still tested against virus containing the key immune evader substitution  present in both south africa amp brazilian variants  
779,0,"whoa south africa suspends use of oxfordastrazeneca vaccine use after seeing minimal protection against virus
   
"
780,0,update hell of a night held off on taking pain meds for a while but then i folded woke up with sore arm and i still have a splitting headache this shit is no joke 
781,0,"jampj  people had severe allergic reactions after getting johnson and johnson     
  "
782,0, i purposely did not drink and those same  hrs were awful 
783,1,  no thank you another spike protein vax amp nanoparticles  im waiting till summer for   whole inactivated virus  sadly there is cherry picked efficacy among vaccines jnj is severe disease mrna is symptoms covaxin prevents safe too   
784,0, socalled claims of the safety of  on the basis of phase  and phase  trial data are invalid until they demonstrate the contary
785,1,covid cabinet approves four vaccines      
786,0, second dose can have intense effects just had to pop in a tylenol because of body ache and badly sore arm letees see how the next few hours go
787,1,well the side effects of my covid jab have arrived feeling sick knackered aching all over headache sore throat loss of appetite and been freezing all day apparently all side effects of the  vaccination but im still happy that ive had it
788,0,dose  done but damn i didnt feel good the fever chills sweating all hit  hours later   
789,0,    one more solid example is d  daily  tried to cause sufficient damage to  n   lucky  since carries  demeaning  hindu 
790,1,shot  of  vaccine done i highly recommend you get yours when its available to you lets get back to normal remember to safeguard your cards from illegal duplication im showing mine to promote getting vaccinated   
791,0,"chinese vaccines eedoneet have very high protection ratesee top health official admits  

ap"
792,1, while canada is forced to stay at home home  no family no business no school drug abuse violence unemployment no hope no life our government denies us the safe and available russia sputnik v      
793,1,"happy that parents got vaccinated today 
struggled a bit with the online registration but finally managed to do it through the  app lucky that got it done on the first day as there are no crowds at the moment
 "
794,1,"happy to report that almost a day and a half after getting my second  shot no chills no muscle aches no fever nothing
i even had enough energy to do my normal workout
"
795,0,"less than  hours after nd  jesus christ it hurts to exist had i known i was gonna feel this shitty i may have taken my chances with just one shot 
 
 
"
796,1,registration for vaccination with   vaccine starts from april  the  is approved in  countries more than  million doses have been distributed in various countries 
797,1,got jabbed grateful for science frontline workers and some decent leadership from   
798,1,"fully  
thank you   

   "
799,1,might have gotten a little emotional see yall on the other side    
800,0, no sleep during first night due to bad headache and temperature felt a little spaced out  sore arm at jab site took paracetamol and slept on sofa for best part of the day  feeling better now   
801,1,"uk and european regulators declare astrazeneca vaccine safe and effective  via  



            "
802,1,"not throwing away my shot  
pfizer vaccine dose  
      "
803,0,ugh i feel like i have the flu ieed better wake up feeling glorious tomorrow because this is some bullshit ieeve never had a vaccine do me like this before    
804,1,usa needs       
805,1, fully vaccinated over here in michigan  
806,1,received nd covid jab last weekend slight ache for a day or two but fine now  when itees your turn get vaccinated      
807,1, only reasons why i want  is because its russian 
808,1,got my  today  thank you to  and  for such an organised and efficient experience the staff at the vaccination clinic were all amazing      
809,1,moscow russia everything is open for business ontario is reporting  cases of   new cases in toronto  closed business church no family no hope  canada order russia  end   
810,1,interesting  amp  phase trial results on indiaees  vaccine rd phase results coming soon the st vaccine to be safe w children age  amp recent approval to test in babies too will be in usa this year too thank you india  
811,1,"gs group extends their heartfelt gratitude towards the government of india in order to tackle covid in the country with largest vaccination drive 
          "
812,1,"  sir
covishield and covaxin are doing a great job but to speed up this process we need some more vaccines  sir what are the updates about the vaccine prepared by  vaccine
  "
813,0,nd vaccine is no joke finally feeling well enough to move around the house again been getting my ass kicked all day   
814,0," ieem not an antivaxxer but this nd dose of  really smacked me upside the head wtf did they put inside my body
"
815,1, embarrassing moscow russia everything is open business as usual ontario reporting  cases of   new cases in toronto  closed business church no family no hope  canada get out of syria   effective   
816,0,ohh the side effects have started 
817,0,"hereees why the  is the worst of all 

new reports have surfaced which indicate that the new johnson amp johnson vaccine relies on 

its well known  amp  have it in their  too

"
818,0,i had the second dose of  amp it really set me back some chills and a need for sleep took a day amp  to recover check out this piece in  
819,1,and breathe both parents vaccinated this week even more special mum getting done in my place of work     
820,0," its the nd dose that finishes off these poor seniors no one can handle glycol in their bloodstream it almost killed   watch his videos he was in very bad shape covid booster be aware
  admin   covers up 
  "
821,0,the second  shot side effects just kicked in  hours later 
822,1, vaccinated fully  itees been  weeks since i received my nd dose   
823,1,yah girl is vaccinated     
824,0,that nd dose aint no joke we both down for the count   
825,1,"biontechpfizer said their vaccine showed  efficacy against the coronavirus in children aged  to  as they eye approval for adolescents to get the jabs before the next school year
    "
826,1,delighted to have received my first  today i hope this is the beginning of being able to return to normality    
827,0, trial participants have died from both  amp  vaccines no information about that on  website cdc in us has reported that amp  potential adverse health outcomes  
828,0,"russian covid weapon called  successfully used in czechia and slovakia and elsewhere to saw division within the societies according to hybrid warfare script with help of local politicians my column on recent events in cz and sk  
"
829,1, yay  me too thank you     for fast forwarding the   i got     days ago this time  i was so  sick i almost died fr  bc   amp    i condemn  lies  
830,1, vaccinated  
831,0,would you like your second  injectionee umm nope  
832,0,i doneet feel confident with this oxford jab now after listening to the news had first but not due second yet    
833,0,"brazil covaxin manufacturing facility fails to meet cgmp standards company says requirements pointed out will be fulfilled

    

"
834,1, punch  access to this vaccine is a real privilege and i am grateful to have gotten my nd dose vaccine with  today     
835,1,"covaxin demonstrates  percent efficacy in phase interim analysis
    
"
836,0,  oh no he didneet administer it i went to see a doctor after i got subconjunctival haemorrhage in my right eye two days after getting 
837,0," 
 



my husband amp i received our first 
  amp now our left arms hurts ee itees sore "
838,0, so i got my first   vaccine yesterday about  mins after pain set in and then itching in general shot areait has not stopped yet
839,0," die in norway after receiving pfizer covid vaccine

                 "
